"Format","PiBoSo CSV File"
"Venue","Victoria Circuit"
"Vehicle","Kawasaki Ninja 1000"
"User","D4rw1n"
"Data Source","GP Bikes"
"Comment",""
"Date","04/17/19"
"Time","12:33:53"
"Sample Rate","10"
"Duration","210.499"
"Segment","Session"
"Beacon Markers","14.918, 201.670"

"Time","Distance","Engine","CylHeadTemp","WaterTemp","Gear","Speed","LatAcc","LonAcc","Steer","Throttle","FrontBrake","RearBrake","Clutch","YawVel","PosX","PosY"
"s","m","rpm","C","C","","km/h","G","G","deg","%","%","%","%","deg/s","m","m"

"105.401","2232.802","5357","85.593765","84.607376","1","58.230952","-0.475232","0.389353","0.730148","52.941177","0.000000","0.000000","0.000000","-19.385437","256.078491","312.824860"
"105.501","2234.601","5512","85.629967","84.608841","1","59.631351","-0.449107","0.380801","0.491061","52.941177","0.000000","0.000000","0.000000","-17.536280","255.337341","314.284241"
"105.601","2236.420","5640","85.666389","84.612236","1","60.991871","-0.453252","0.415446","0.394404","52.941177","0.000000","0.000000","0.000000","-17.072311","254.527161","315.751404"
"105.701","2238.249","5772","85.703468","84.617249","1","62.398711","-0.460890","0.378690","0.383830","52.941177","0.000000","0.000000","0.000000","-15.977073","253.649063","317.224670"
"105.801","2240.115","5905","85.741051","84.623695","1","63.854949","-0.491692","0.390007","0.304179","52.941177","0.000000","0.000000","0.000000","-14.878565","252.703674","318.701813"
"105.901","2242.022","6019","85.778893","84.631371","1","65.282581","-0.477681","0.390582","0.197325","52.941177","0.000000","0.000000","0.000000","-15.505248","251.689743","320.181580"
"106.001","2243.966","6138","85.817062","84.640221","1","66.621341","-0.481632","0.375879","0.221420","52.941177","0.000000","0.000000","0.000000","-15.096740","250.607864","321.659729"
"106.100","2245.944","6259","85.855797","84.650208","1","67.847319","-0.499679","0.371038","0.127735","52.941177","0.000000","0.000000","0.000000","-14.704673","249.458939","323.132019"
"106.200","2247.957","6376","85.895828","84.661331","1","69.185172","-0.486852","0.408313","-0.019905","52.941177","0.000000","0.000000","0.000000","-13.930686","248.243744","324.597412"
"106.300","2250.008","6531","85.945396","84.674072","1","70.652410","-0.458417","0.434331","0.079601","54.901962","0.000000","0.000000","0.000000","-13.760062","246.961502","326.056915"
"106.400","2252.096","6684","86.000618","84.689468","1","72.193401","-0.472615","0.438583","0.081100","54.901962","0.000000","0.000000","0.000000","-14.083831","245.611008","327.508881"
"106.500","2254.227","6889","86.073891","84.708252","1","73.789536","-0.464180","0.515452","-0.049741","59.215691","0.000000","0.000000","0.000000","-13.487082","244.189255","328.953369"
"106.600","2256.403","7077","86.164490","84.733200","1","75.671665","-0.461616","0.537095","-0.135624","60.000004","0.000000","0.000000","0.000000","-14.076169","242.693985","330.393860"
"106.700","2258.627","7253","86.256096","84.764008","1","77.590812","-0.411931","0.550706","-0.724018","60.000004","0.000000","0.000000","0.000000","-12.376787","241.122604","331.828217"
"106.800","2260.889","7445","86.348305","84.799805","1","78.894917","-0.431814","0.469872","-0.742946","60.000004","0.000000","0.000000","0.000000","-4.461628","239.491501","333.262695"
"106.900","2263.189","7733","86.451668","84.840660","1","81.067435","-0.531758","0.520137","0.330525","61.176472","0.000000","0.000000","0.000000","-18.315607","237.802124","334.705475"
"107.000","2265.550","8050","86.573425","84.887672","1","83.723758","-0.675649","0.629225","0.186503","61.176472","0.000000","0.000000","0.000000","-24.660566","236.019348","336.144226"
"107.100","2267.967","8343","86.705238","84.942070","1","85.753365","-0.620721","0.618140","-0.644134","61.176472","0.000000","0.000000","0.000000","-22.223013","234.129700","337.549072"
"107.200","2270.432","8608","86.845352","85.004066","1","87.526792","-0.644437","0.593964","-0.994022","62.352943","0.000000","0.000000","0.000000","-18.853117","232.135742","338.898041"
"107.300","2272.943","8852","86.995583","85.073914","1","89.520371","-0.660291","0.645499","-1.054749","62.352943","0.000000","0.000000","0.000000","-17.918486","230.039383","340.187805"
"107.400","2275.505","9103","87.148132","85.150566","1","91.806770","-0.649409","0.665899","-0.675038","62.352943","0.000000","0.000000","0.000000","-15.277673","227.842941","341.421356"
"107.500","2278.122","9377","87.301956","85.232552","1","94.352529","-0.736231","0.769936","-0.226212","62.745102","0.000000","0.000000","0.000000","-21.692682","225.541626","342.594238"
"107.600","2280.806","9475","87.454460","85.318954","1","96.716368","-0.732048","0.743670","-0.839605","62.745102","0.000000","0.000000","0.000000","-19.623594","223.118561","343.684143"
"107.700","2283.541","9417","87.596489","85.407768","1","98.435110","-0.600851","0.686141","-1.554442","62.745102","0.000000","0.000000","0.000000","-4.567760","220.590469","344.668030"
"107.800","2286.312","9429","87.726837","85.495979","1","100.061726","-0.325019","0.600362","-1.413302","62.745102","0.000000","0.000000","0.000000","11.281024","217.984253","345.567871"
"107.901","2289.172","9608","87.857124","85.584244","1","102.354538","-0.350071","0.649649","0.366389","63.529415","0.000000","0.000000","0.000000","-1.815268","215.265640","346.473907"
"108.001","2292.022","9698","87.995430","85.670052","1","105.253239","-0.300788","0.672509","-0.239635","64.313728","0.000000","0.000000","0.000000","-11.027606","212.523651","347.371887"
"108.101","2294.902","9804","88.131386","85.756157","1","107.263861","-0.119314","0.601337","-1.817799","64.313728","0.000000","0.000000","0.000000","4.513472","209.709869","348.261108"
"108.201","2297.778","10065","88.267372","85.842697","1","108.892838","-0.247792","0.601251","-0.457617","65.098038","0.000000","0.000000","0.000000","1.394474","206.851608","349.166534"
"108.301","2300.650","10406","88.415764","85.930916","1","111.434312","-0.418385","0.602656","-0.437768","65.098038","0.000000","0.000000","0.000000","-19.041456","203.936554","350.094177"
"108.401","2303.591","10741","88.573341","86.021683","1","113.883227","-0.537052","0.563605","-1.015042","65.098038","0.000000","0.000000","0.000000","-18.690666","200.941299","351.007050"
"108.501","2306.668","11014","88.741417","86.116478","1","116.136571","-0.601917","0.600565","-1.082604","65.098038","0.000000","0.000000","0.000000","-16.261354","197.863113","351.869507"
"108.601","2309.825","11368","88.919075","86.216469","1","118.245946","-0.681581","0.665562","-1.061201","65.098038","0.000000","0.000000","0.000000","-19.599098","194.705109","352.660065"
"108.701","2313.062","11786","89.106667","86.322426","1","120.338663","-0.654605","0.636451","-1.598197","65.098038","0.000000","0.000000","0.000000","-17.024120","191.466949","353.362579"
"108.801","2316.356","10912","88.948608","86.410934","1","120.067589","-0.629454","-0.288054","-1.709697","20.000000","0.000000","0.000000","0.000000","-0.178553","188.172516","353.968231"
"108.901","2319.650","9297","88.670822","86.434380","2","120.234087","-0.617756","-0.184591","-0.160878","20.000000","0.000000","0.000000","0.000000","-11.395841","184.877640","354.473755"
"109.001","2322.972","10088","88.692055","86.423782","2","121.533481","-0.706324","0.553525","0.345876","65.098038","0.000000","0.000000","0.000000","-21.915548","181.554977","354.884277"
"109.101","2326.362","10463","88.865250","86.436981","2","123.396254","-0.713119","0.480090","-1.526004","65.098038","0.000000","0.000000","0.000000","-24.238878","178.164917","355.195313"
"109.201","2329.802","10630","89.028488","86.472977","2","124.691322","-0.675465","0.572464","-2.460903","65.098038","0.000000","0.000000","0.000000","-12.381943","174.724396","355.399261"
"109.301","2333.281","10959","89.171059","86.523834","2","125.975706","-0.780498","0.488314","-1.494602","61.568630","0.000000","0.000000","0.000000","-16.171316","171.245056","355.490936"
"109.401","2336.810","11022","89.286667","86.582489","2","128.161890","-0.790656","0.712088","-2.359820","60.000004","0.000000","0.000000","0.000000","-17.143950","167.716583","355.457550"
"109.501","2340.384","10482","89.359612","86.640198","2","129.142653","-0.672754","0.565851","-2.863563","58.431374","0.000000","0.000000","0.000000","11.682755","164.142654","355.274139"
"109.601","2343.967","10281","89.386070","86.687607","2","130.031461","-0.605333","0.400037","-0.267583","56.078434","0.000000","0.000000","0.000000","14.032624","160.560074","354.966614"
"109.700","2347.592","10259","89.395912","86.722321","2","132.314571","-0.573287","0.448393","1.050033","55.294121","0.000000","0.000000","0.000000","-14.264880","156.935028","354.589691"
"109.800","2351.270","10134","89.397491","86.745987","2","133.945340","-0.408482","0.339353","-0.509751","53.725494","0.000000","0.000000","0.000000","-6.484106","153.258194","354.147827"
"109.900","2354.965","10051","89.390411","86.760048","2","134.470184","-0.065321","0.246006","-0.912396","53.725494","0.000000","0.000000","0.000000","10.185670","149.563782","353.647888"
"110.000","2358.682","10098","89.390091","86.766762","2","135.638457","-0.128768","0.326383","0.286150","56.862747","0.000000","0.000000","0.000000","-1.856430","145.847000","353.142456"
"110.100","2362.438","10299","89.454300","86.772934","2","137.134328","-0.110865","0.457630","-0.262722","66.274513","0.000000","0.000000","0.000000","-4.545648","142.092514","352.637787"
"110.200","2366.244","10693","89.659843","86.795212","2","139.531105","-0.049784","0.804912","-0.376140","83.137253","0.000000","0.000000","0.000000","0.274515","138.286850","352.126495"
"110.300","2370.127","11019","89.984726","86.853447","2","142.467009","-0.067990","0.929242","-0.628475","90.588234","0.000000","0.000000","0.000000","-2.055883","134.404053","351.609680"
"110.400","2374.106","11475","90.414528","86.956741","2","146.474849","-0.064126","1.125800","-0.556632","100.000000","0.000000","0.000000","0.000000","-3.047499","130.426514","351.083160"
"110.500","2378.198","11733","90.823090","87.100403","2","150.704984","-0.061653","1.181208","-0.753162","100.000000","0.000000","0.000000","0.000000","-0.653378","126.334656","350.533203"
"110.600","2382.404","12009","91.204384","87.271416","2","154.883551","-0.030979","1.129110","-0.861966","100.000000","0.000000","0.000000","0.000000","0.909335","122.129196","349.958588"
"110.700","2386.725","11861","91.461334","87.457558","2","158.699542","-0.056849","0.700288","-0.686712","63.199997","0.000000","0.000000","0.000000","3.443388","117.809143","349.363434"
"110.800","2391.080","10866","91.057274","87.583794","2","157.223337","-0.010142","-0.390936","-0.746635","20.000000","0.000000","0.000000","0.000000","5.133120","113.455376","348.756531"
"110.900","2395.384","9505","90.609146","87.601440","3","155.529327","-0.057690","-0.325469","-0.305985","20.000000","0.000000","0.000000","0.000000","-0.770467","109.152351","348.162628"
"111.000","2399.671","10515","90.588989","87.562599","3","158.764059","-0.084273","1.099384","-0.335939","98.399956","0.000000","0.000000","0.000000","-10.403009","104.865250","347.574371"
"111.100","2404.096","10882","90.973778","87.568962","3","161.822104","0.058980","0.813249","-1.099364","100.000000","0.000000","0.000000","0.000000","1.319431","100.441833","346.959076"
"111.200","2408.582","11221","91.328239","87.628922","3","164.426097","0.020417","0.893749","-0.363888","100.000000","0.000000","0.000000","0.000000","0.514901","95.957039","346.335571"
"111.300","2413.170","11408","91.659431","87.726089","3","168.045625","0.005637","0.957194","-0.131459","100.000000","0.000000","0.000000","0.000000","-1.800059","91.381554","345.704285"
"111.400","2417.892","11598","91.967682","87.847839","3","171.644197","0.006013","0.994402","-0.181165","100.000000","0.000000","0.000000","0.000000","0.023915","86.707909","345.058350"
"111.501","2422.829","11806","92.263611","87.988876","3","175.235229","0.003679","0.994279","-0.187051","100.000000","0.000000","0.000000","0.000000","0.811282","81.840675","344.383759"
"111.601","2427.785","11992","92.538986","88.138268","3","178.677480","0.017627","0.966976","-0.126669","100.000000","0.000000","0.000000","0.000000","-0.040119","76.971375","343.709564"
"111.701","2432.831","11015","92.359245","88.270927","3","179.535361","0.068513","-0.379568","-0.048514","10.588236","0.000000","0.000000","0.000000","4.905928","72.027382","343.021851"
"111.801","2437.838","9223","91.653534","88.279572","4","176.689160","0.115401","-0.420384","-0.085785","0.000000","0.000000","0.000000","0.000000","6.497023","67.132027","342.341766"
"111.901","2442.776","8479","91.063164","88.166939","4","175.094357","0.058954","-0.198520","-0.003135","0.000000","0.000000","0.000000","0.000000","-3.063814","62.310699","341.680695"
"112.001","2447.744","9265","90.570549","87.992371","4","175.619916","0.125978","-0.488272","-0.794372","0.000000","0.000000","0.000000","0.000000","6.010541","57.461685","341.029877"
"112.101","2452.661","9000","90.086273","87.771530","4","173.195769","0.096192","-0.526837","-1.194026","0.000000","0.000000","0.000000","0.000000","3.740267","52.658337","340.413422"
"112.201","2457.517","8705","89.691132","87.525154","4","171.549577","-0.227936","-0.474150","-0.737642","3.137255","0.000000","0.000000","0.000000","-6.210622","47.907215","339.827576"
"112.301","2462.322","8725","89.329483","87.270279","4","169.981883","-0.186638","-0.518820","-2.964472","5.490196","0.000000","0.000000","0.000000","-1.643443","43.200146","339.238129"
"112.401","2467.066","8865","88.981377","87.011757","4","167.991174","-0.370243","-0.528182","-2.025270","7.450981","0.000000","0.000000","0.000000","-3.656568","38.546608","338.633453"
"112.501","2471.753","8964","88.663635","86.754807","4","166.394984","-0.535425","-0.443868","-2.154938","8.235294","0.000000","0.000000","0.000000","-11.336127","33.948067","337.989777"
"112.601","2476.386","8998","88.359444","86.502106","4","164.527968","-0.291054","-0.543687","-2.922271","8.235294","0.000000","0.000000","0.000000","2.969030","29.404741","337.291077"
"112.701","2480.954","8878","88.064919","86.254608","4","162.793501","-0.403026","-0.431170","-1.982959","8.235294","0.000000","0.000000","0.000000","-3.091822","24.922075","336.563019"
"112.801","2485.471","8866","87.778625","86.012138","4","161.398114","-0.681797","-0.471540","-0.817551","8.235294","0.000000","0.000000","0.000000","-15.629672","20.484716","335.809967"
"112.901","2489.948","9061","87.501297","85.774956","4","160.179826","-0.697117","-0.571822","-1.512464","8.235294","0.000000","0.000000","0.000000","-16.342070","16.092073","334.991364"
"113.001","2494.373","9221","87.233673","85.544373","4","157.876721","-0.681151","-0.479339","-1.577886","8.235294","0.000000","0.000000","0.000000","-7.732406","11.770691","334.073334"
"113.101","2498.734","9186","86.973625","85.320190","4","155.936728","-0.710483","-0.450301","-0.877300","8.235294","0.000000","0.000000","0.000000","-7.338547","7.534259","333.055420"
"113.201","2503.048","9113","86.720177","85.101578","4","154.472841","-0.700456","-0.439659","-0.627642","8.235294","0.000000","0.000000","0.000000","-9.119285","3.368260","331.946533"
"113.300","2507.321","9285","86.513893","84.890198","4","153.295532","-0.670423","-0.326950","-0.337715","19.215687","0.000000","0.000000","0.000000","-9.092912","-0.734405","330.751801"
"113.400","2511.578","9655","86.535286","84.710602","4","153.505865","-0.790383","0.061114","0.334808","43.921570","0.000000","0.000000","0.000000","-16.966097","-4.789361","329.454559"
"113.500","2515.847","9656","86.563850","84.572929","4","153.768082","-0.725614","0.108232","-1.130067","43.921570","0.000000","0.000000","0.000000","-14.962349","-8.813604","328.025055"
"113.600","2520.110","9497","86.562149","84.465134","4","153.007924","-0.535014","0.047797","-1.771566","43.921570","0.000000","0.000000","0.000000","5.554410","-12.783584","326.471680"
"113.700","2524.358","9437","86.539185","84.376122","4","153.217955","-0.535662","0.097191","-0.124185","43.921570","0.000000","0.000000","0.000000","0.900579","-16.707613","324.841034"
"113.800","2528.632","9629","86.573074","84.302429","4","154.760463","-0.698862","0.375616","0.424600","59.215691","0.000000","0.000000","0.000000","-18.923792","-20.631350","323.144684"
"113.900","2532.959","9706","86.732384","84.259270","4","156.638315","-0.622035","0.503751","-0.968284","70.980392","0.000000","0.000000","0.000000","-13.624584","-24.568647","321.347748"
"114.000","2537.323","9681","86.922920","84.252541","4","157.740065","-0.490376","0.539054","-0.963329","78.039215","0.000000","0.000000","0.000000","4.095164","-28.496105","319.441284"
"114.100","2541.726","9741","87.121010","84.275642","4","159.653444","-0.410878","0.641374","0.415621","83.529411","0.000000","0.000000","0.000000","1.003496","-32.425800","317.449371"
"114.200","2546.189","9832","87.337334","84.324745","4","162.012112","-0.273057","0.706328","0.120659","86.274513","0.000000","0.000000","0.000000","-0.090065","-36.392345","315.392731"
"114.300","2550.716","9897","87.546936","84.394875","4","164.300153","-0.231425","0.665607","0.414005","87.058823","0.000000","0.000000","0.000000","0.206495","-40.410297","313.294922"
"114.400","2555.312","9944","87.744453","84.479591","4","166.847800","-0.216003","0.637657","-0.093444","87.843140","0.000000","0.000000","0.000000","-6.288844","-44.481861","311.150757"
"114.500","2559.969","10029","87.928085","84.573578","4","169.043541","-0.159909","0.657672","-0.205191","87.843140","0.000000","0.000000","0.000000","3.119440","-48.598469","308.954315"
"114.600","2564.688","10112","88.092331","84.671997","4","171.378424","-0.175811","0.662564","0.190563","85.882355","0.000000","0.000000","0.000000","-5.695649","-52.764706","306.719177"
"114.700","2569.469","10140","88.227646","84.770409","4","173.495297","-0.134502","0.556166","-0.147467","80.392159","0.000000","0.000000","0.000000","-3.192961","-56.979126","304.441315"
"114.800","2574.303","10182","88.304771","84.860588","4","175.097200","-0.040460","0.386269","-0.109396","76.470589","0.000000","0.000000","0.000000","-1.341346","-61.231377","302.119843"
"114.900","2579.178","10309","88.358978","84.938072","4","176.646355","0.007711","0.421578","-0.028352","74.117645","0.000000","0.000000","0.000000","1.881052","-65.516197","299.769470"
"115.000","2584.099","10309","88.393669","85.002510","4","178.249974","0.069963","0.331091","0.280488","70.980392","0.000000","0.000000","0.000000","-4.279654","-69.844986","297.405701"
"115.102","2589.159","10369","88.404907","85.053764","4","179.720782","0.089994","0.355961","0.181096","65.098038","0.000000","0.000000","0.000000","-1.042425","-74.296364","294.974731"
"115.201","2594.153","10427","88.378517","85.088203","4","180.691315","0.124975","0.250503","1.075277","59.607845","0.000000","0.000000","0.000000","0.680811","-78.689697","292.575287"
"115.301","2599.169","10493","88.311295","85.104515","4","181.295961","0.204918","0.135251","0.986175","54.117649","0.000000","0.000000","0.000000","-0.900808","-83.101852","290.163788"
"115.401","2604.204","10621","88.194153","85.099411","4","181.958711","0.499411","0.055101","0.787861","45.882355","0.000000","0.000000","0.000000","16.561808","-87.536842","287.758514"
"115.501","2609.257","10635","87.993202","85.066711","4","182.010443","0.623518","-0.143652","1.753465","32.549019","0.000000","0.000000","0.000000","9.485888","-92.017433","285.407166"
"115.601","2614.292","10360","87.601807","84.990486","4","180.556114","0.681303","-0.472873","1.307246","7.058824","0.000000","0.000000","0.000000","10.176268","-96.522346","283.151581"
"115.701","2619.283","10157","87.137535","84.855499","4","178.822293","0.688578","-0.524827","0.986036","0.000000","0.000000","0.000000","0.000000","9.223584","-101.034706","281.017517"
"115.801","2624.224","10140","86.731010","84.677467","4","176.766476","0.712778","-0.585653","0.631409","0.000000","0.000000","0.000000","0.000000","9.194096","-105.548149","279.009277"
"115.901","2629.104","10080","86.371117","84.475342","4","174.702351","0.687369","-0.591467","0.560345","0.000000","0.000000","0.000000","0.000000","9.451518","-110.053391","277.124329"
"116.001","2633.921","10023","86.039047","84.260681","4","172.559070","0.668380","-0.553752","0.465280","0.000000","0.000000","0.000000","0.000000","9.471674","-114.544685","275.361938"
"116.101","2638.599","9961","85.722374","84.039413","4","170.458058","0.720917","-0.587428","0.165250","0.000000","0.000000","0.000000","0.000000","10.455395","-119.021088","273.726715"
"116.201","2643.202","9861","85.427109","83.815758","4","168.391777","0.667403","-0.594405","0.251782","0.000000","0.000000","0.000000","0.000000","9.332828","-123.481239","272.222534"
"116.301","2647.757","9769","85.144836","83.593102","4","166.243964","0.704666","-0.604039","0.127472","0.000000","0.000000","0.000000","0.000000","8.996202","-127.921860","270.849304"
"116.401","2652.262","9681","84.872032","83.373016","4","164.120842","0.695078","-0.573720","0.114687","0.000000","0.000000","0.000000","0.000000","9.892691","-132.339920","269.605988"
"116.501","2656.720","9551","84.613983","83.156601","4","162.184859","0.711433","-0.523041","0.219689","0.000000","0.000000","0.000000","0.000000","7.641914","-136.732208","268.488556"
"116.601","2661.132","9445","84.359543","82.944595","4","160.235925","0.718598","-0.501469","0.024444","0.000000","0.000000","0.000000","0.000000","6.773231","-141.096375","267.491241"
"116.701","2665.499","9363","84.112259","82.736679","4","158.315845","0.718858","-0.531426","-0.017854","0.000000","0.000000","0.000000","0.000000","9.173307","-145.431763","266.610565"
"116.801","2669.824","9268","83.868439","82.532646","4","156.484822","0.697877","-0.530280","-0.098642","0.000000","0.000000","0.000000","0.000000","9.713767","-149.737289","265.845184"
"116.901","2674.106","9163","83.630745","82.332321","4","154.754503","0.700332","-0.554235","-0.079071","0.392157","0.000000","0.000000","0.000000","9.345595","-154.011047","265.197083"
"117.000","2678.343","9180","83.426315","82.137207","4","152.920926","0.691860","-0.478215","0.141558","14.901961","0.000000","0.000000","0.000000","8.433704","-158.248276","264.666687"
"117.100","2682.544","9286","83.301010","81.958160","4","151.531718","0.682834","-0.340585","0.034297","15.686275","0.000000","0.000000","0.000000","8.468939","-162.454956","264.251862"
"117.200","2686.721","9227","83.170197","81.795799","4","150.593211","0.816347","-0.306941","-0.807715","15.686275","0.000000","0.000000","0.000000","13.841346","-166.639755","263.951965"
"117.300","2690.879","9129","83.033829","81.645226","4","149.841815","0.779312","-0.257803","-0.256600","15.686275","0.000000","0.000000","0.000000","14.480836","-170.808090","263.784485"
"117.400","2695.013","8929","82.893616","81.503120","4","148.330838","0.758042","-0.264504","0.336096","15.686275","0.000000","0.000000","0.000000","8.463161","-174.950623","263.766968"
"117.500","2699.112","8786","82.788925","81.369377","4","147.197777","0.623214","-0.160664","0.521873","27.843138","0.000000","0.000000","16.000002","0.555554","-179.050964","263.889984"
"117.600","2703.199","8699","82.741783","81.251976","4","146.700618","0.555629","-0.103312","-0.267121","29.803923","0.000000","0.000000","82.666603","3.526622","-183.125931","264.109009"
"117.700","2707.295","7916","82.620071","81.145081","4","146.743753","0.512252","-0.092258","-0.031294","20.000000","0.000000","0.000000","100.000000","11.150266","-187.191849","264.390015"
"117.800","2711.396","9071","82.644875","81.056152","3","146.234894","0.378854","-0.154304","0.655456","31.200001","0.000000","0.000000","93.714287","3.917306","-191.245697","264.734436"
"117.900","2715.494","9175","82.591797","80.978539","3","145.497093","0.081783","-0.154313","1.169713","30.196079","0.000000","0.000000","65.142883","-5.348024","-195.279114","265.125336"
"118.000","2719.588","9151","82.542236","80.908234","3","145.080615","0.035708","-0.070316","0.574203","32.156864","0.000000","0.000000","36.571400","-3.316630","-199.295410","265.510468"
"118.100","2723.690","9230","82.538643","80.847488","3","145.290440","-0.037925","0.046877","1.264754","39.607845","0.000000","0.000000","7.999915","-1.906163","-203.312347","265.868988"
"118.200","2727.798","9337","82.581764","80.802711","3","145.467677","0.126764","0.079571","0.594146","47.058823","0.000000","0.000000","0.000000","1.755087","-207.334747","266.207275"
"118.300","2731.916","9445","82.648125","80.776642","3","145.981316","0.266091","0.136273","0.806086","48.235294","0.000000","0.000000","0.000000","8.463748","-211.367554","266.553314"
"118.400","2736.043","9573","82.727959","80.767319","3","146.396077","0.359326","0.166129","0.681257","51.372551","0.000000","0.000000","0.000000","0.957876","-215.411514","266.926025"
"118.500","2740.180","9732","82.817726","80.773773","3","147.304097","0.440178","0.209187","0.424605","52.941177","0.000000","0.000000","0.000000","10.140075","-219.469955","267.328857"
"118.600","2744.334","9870","82.903778","80.792992","3","148.126685","0.464587","0.247974","0.917322","52.941177","0.000000","0.000000","0.000000","10.853266","-223.547333","267.788055"
"118.700","2748.497","9990","82.983940","80.821419","3","148.412672","0.225053","0.124653","2.017649","52.941177","0.000000","0.000000","0.000000","-4.086129","-227.635712","268.310547"
"118.801","2752.736","10145","83.036758","80.856285","3","149.125836","0.675963","0.182512","-0.207823","45.882355","0.000000","0.000000","0.000000","15.671196","-231.807755","268.879059"
"118.901","2756.908","10309","83.050171","80.886856","3","149.985516","0.690571","0.094266","0.673013","45.098038","0.000000","0.000000","0.000000","19.024015","-235.916122","269.505859"
"119.001","2761.087","10456","83.070908","80.913292","3","150.095393","0.709220","0.067100","0.931295","45.882355","0.000000","0.000000","0.000000","15.987456","-240.024292","270.235840"
"119.101","2765.260","10618","83.116196","80.939796","3","150.360590","0.651598","0.146631","0.883375","47.450981","0.000000","0.000000","0.000000","9.381022","-244.111115","271.080688"
"119.201","2769.432","10722","83.168137","80.968987","3","150.692047","0.680045","0.184749","0.689189","47.450981","0.000000","0.000000","0.000000","10.371004","-248.180099","272.038940"
"119.301","2773.610","10798","83.221512","81.000511","3","151.217029","0.665473","0.146458","0.448926","47.450981","0.000000","0.000000","0.000000","10.481918","-252.236328","273.105042"
"119.401","2777.793","10896","83.276123","81.034065","3","151.886357","0.735608","0.209612","0.027778","47.843136","0.000000","0.000000","0.000000","10.041230","-256.277924","274.274780"
"119.501","2781.994","10983","83.359543","81.070770","3","152.906067","0.789327","0.338255","-0.076116","54.901962","0.000000","0.000000","0.000000","16.695477","-260.308533","275.565613"
"119.601","2786.243","10990","83.498077","81.118912","3","153.750009","0.727782","0.387814","0.857509","58.431374","0.000000","0.000000","0.000000","7.549392","-264.320435","277.000427"
"119.701","2790.522","10909","83.672768","81.182152","3","154.657274","0.617729","0.535202","0.451728","65.098038","0.000000","0.000000","0.000000","-5.785871","-268.302032","278.572418"
"119.801","2794.836","10890","83.873703","81.262466","3","156.310524","0.533036","0.593416","-0.777486","68.627457","0.000000","0.000000","0.000000","-2.563123","-272.275085","280.254639"
"119.901","2799.204","10908","84.091171","81.359222","3","158.379277","0.437946","0.605963","-0.852360","74.509804","0.000000","0.000000","0.000000","3.505445","-276.270569","282.021027"
"120.001","2803.631","10914","84.322731","81.471848","3","160.342877","0.219122","0.557930","-0.699764","74.509804","0.000000","0.000000","0.000000","-6.464222","-280.303284","283.848053"
"120.101","2808.112","10999","84.545212","81.596153","3","162.465559","0.352876","0.636741","-1.520921","76.862747","0.000000","0.000000","0.000000","5.175859","-284.381104","285.708801"
"120.201","2812.656","11071","84.785339","81.730789","3","164.742970","0.275692","0.657189","-0.808902","80.784317","0.000000","0.000000","0.000000","3.620205","-288.508179","287.613037"
"120.301","2817.261","11227","85.072243","81.879112","3","167.091284","0.208893","0.709918","-1.053025","85.098038","0.000000","0.000000","0.000000","-2.135242","-292.682800","289.562775"
"120.401","2821.932","11405","85.371315","82.043526","3","169.568248","0.231024","0.733805","-1.544519","86.274513","0.000000","0.000000","0.000000","5.665497","-296.914032","291.547089"
"120.501","2826.677","11542","85.672813","82.221062","3","172.249159","0.187749","0.720578","-0.868427","87.058823","0.000000","0.000000","0.000000","4.735008","-301.203888","293.581268"
"120.600","2831.490","11701","85.964470","82.407921","3","174.693439","0.229892","0.706854","-1.624784","87.058823","0.000000","0.000000","0.000000","2.466765","-305.546753","295.666809"
"120.700","2836.375","11836","86.247185","82.600342","3","177.383592","0.122645","0.730330","-1.072588","87.058823","0.000000","0.000000","0.000000","6.065153","-309.942657","297.809021"
"120.800","2841.325","11435","86.361588","82.789299","3","178.979494","-0.049006","0.130649","-1.106636","40.800014","0.000000","0.000000","0.000000","0.811734","-314.390106","299.997833"
"120.900","2846.280","10780","85.945274","82.899864","3","178.307721","0.107283","-0.215419","-1.189799","20.000000","0.000000","0.000000","0.000000","13.646234","-318.839417","302.193359"
"121.000","2851.226","9764","85.597519","82.917740","4","178.113510","-0.126612","-0.272614","-1.478970","40.800003","0.000000","0.000000","0.000000","-3.676679","-323.270020","304.411438"
"121.100","2856.153","9573","85.308823","82.882339","4","177.155598","-0.185316","-0.333549","-2.458511","16.470589","0.000000","0.000000","0.000000","-2.151814","-327.680237","306.627625"
"121.200","2861.049","9544","85.001320","82.801819","4","176.073610","-0.530239","-0.389674","-1.820331","16.470589","0.000000","0.000000","0.000000","-11.350314","-332.067230","308.818054"
"121.300","2865.920","9817","84.736832","82.690910","4","175.059901","-0.663349","-0.467464","-2.153777","18.431374","0.000000","0.000000","0.000000","-16.058537","-336.456543","310.940826"
"121.400","2870.756","10119","84.535301","82.565514","4","173.314311","-0.661503","-0.372310","-1.970257","25.882355","0.000000","0.000000","0.000000","-5.495338","-340.856934","312.950226"
"121.500","2875.553","10424","84.468506","82.445641","4","172.403490","-0.793293","-0.085031","-0.224610","38.431374","0.000000","0.000000","0.000000","-15.815269","-345.267548","314.835602"
"121.600","2880.344","10547","84.450951","82.346619","4","172.693158","-0.749987","0.012162","-0.706490","39.607845","0.000000","0.000000","0.000000","-19.347424","-349.725952","316.595795"
"121.700","2885.121","10461","84.432281","82.265831","4","171.789917","-0.734559","-0.005370","-1.373547","40.392159","0.000000","0.000000","0.000000","-6.821185","-354.231018","318.211823"
