"Format","PiBoSo CSV File"
"Venue","Victoria Circuit"
"Vehicle","Kawasaki Ninja 1000"
"User","D4rw1n"
"Data Source","GP Bikes"
"Comment",""
"Date","04/17/19"
"Time","12:33:53"
"Sample Rate","10"
"Duration","210.499"
"Segment","Session"
"Beacon Markers","14.918, 201.670"

"Time","Distance","Engine","CylHeadTemp","WaterTemp","Gear","Speed","LatAcc","LonAcc","Steer","Throttle","FrontBrake","RearBrake","Clutch","YawVel","PosX","PosY"
"s","m","rpm","C","C","","km/h","G","G","deg","%","%","%","%","deg/s","m","m"

"29.000","551.260","9559","83.966545","82.406670","3","141.396886","0.805977","-0.388588","-0.298390","10.588236","0.000000","2.883911","0.000000","17.195124","365.331451","-21.623562"
"29.100","555.107","9589","83.779617","82.293976","3","139.520352","0.723093","-0.450480","0.181362","15.294118","0.000000","2.883911","0.000000","12.791991","369.154358","-22.423269"
"29.200","558.907","9663","83.666290","82.181007","3","138.367502","0.724395","-0.172285","-0.481365","23.529411","0.000000","2.883911","0.000000","8.495644","372.901733","-23.339241"
"29.300","562.687","9676","83.607254","82.079437","3","138.316457","0.764593","-0.144133","-0.764431","26.666668","0.000000","2.883911","0.000000","14.849436","376.591827","-24.386162"
"29.400","566.455","9620","83.568939","81.990997","3","137.546164","0.876157","0.022211","0.440617","33.333336","0.000000","2.883911","0.000000","11.171040","380.222626","-25.585361"
"29.500","570.205","9433","83.567650","81.918015","3","136.461237","0.813177","-0.059465","0.588748","37.254902","0.000000","2.883911","0.000000","2.483151","383.781799","-26.932270"
"29.600","573.953","9222","83.579063","81.860573","3","136.571429","0.615434","0.080191","-0.492928","39.607845","0.000000","2.883911","0.000000","3.339413","387.288727","-28.391388"
"29.700","577.721","9107","83.594040","81.816071","3","137.488815","0.452841","0.173707","-0.647545","41.568626","0.000000","2.883911","0.000000","7.231580","390.776093","-29.927839"
"29.800","581.513","8983","83.603897","81.781395","3","138.045163","0.405580","0.074813","0.137224","43.137257","0.000000","2.883911","12.000000","4.852877","394.249969","-31.528891"
"29.900","585.323","9531","83.628998","81.755737","3","137.844649","0.128915","-0.091073","0.570594","45.098038","0.000000","2.883911","78.666603","0.194648","397.710144","-33.172821"
"30.000","589.135","8841","83.481743","81.726578","3","137.410249","-0.021399","-0.062897","0.816723","20.000000","0.000000","2.883911","100.000000","-4.249920","401.162750","-34.809742"
"30.100","592.952","9773","83.484848","81.693748","2","137.248531","0.056686","-0.112650","0.614844","33.599998","0.000000","2.883911","95.428574","-1.345170","404.623566","-36.419117"
"30.200","596.764","11502","83.602142","81.673668","2","136.862389","0.044101","-0.066077","1.504431","49.019608","0.000000","2.883911","66.857170","-1.708803","408.083740","-38.008583"
"30.300","600.574","11727","83.766937","81.685516","2","137.545271","0.298357","0.394362","0.190298","49.019608","0.000000","2.883911","38.285690","-1.321026","411.546265","-39.590046"
"30.401","604.416","10367","83.859764","81.715492","2","138.797768","0.582936","0.169115","-0.646593","49.019608","0.000000","2.883911","9.714204","20.883379","415.036804","-41.195637"
"30.501","608.278","10471","83.919670","81.749031","2","139.507292","0.332895","0.159688","1.712188","49.019608","0.000000","2.883911","0.000000","3.591540","418.536285","-42.846661"
"30.601","612.148","10671","83.982330","81.785080","2","140.199294","0.657440","0.160981","0.069427","49.019608","0.000000","2.883911","0.000000","13.684424","422.031433","-44.540287"
"30.701","616.039","10939","84.054169","81.824059","2","141.479709","0.720761","0.183940","0.503196","49.019608","0.000000","2.883911","0.000000","21.061106","425.520905","-46.309639"
"30.801","619.951","11136","84.133301","81.867134","2","141.974588","0.699037","0.212958","0.972288","49.019608","0.000000","2.883911","0.000000","13.197755","428.981659","-48.186928"
"30.901","623.867","11312","84.214096","81.914642","2","142.198654","0.714515","0.184936","0.813800","45.600002","0.000000","2.883911","0.000000","10.581338","432.390717","-50.170910"
"31.001","627.776","10796","84.030769","81.944176","2","141.338878","0.734854","-0.292446","0.478954","20.000000","0.000000","2.883911","0.000000","9.207375","435.739899","-52.248482"
"31.101","631.671","9649","83.842529","81.931900","3","141.262550","0.720090","-0.279730","0.264257","36.000000","0.000000","2.883911","0.000000","12.045561","439.021820","-54.410831"
"31.201","635.565","10034","83.914955","81.914467","3","141.799480","0.686768","0.175280","0.237970","49.803921","0.000000","2.883911","0.000000","11.427674","442.245728","-56.661518"
"31.301","639.471","10119","83.991623","81.913338","3","142.275861","0.693256","0.144802","0.443808","49.803921","0.000000","2.883911","0.000000","13.332472","445.420288","-59.007664"
"31.401","643.389","10174","84.058258","81.923706","3","142.750429","0.692965","0.167845","0.493079","49.803921","0.000000","2.883911","0.000000","9.579741","448.539063","-61.449474"
"31.501","647.320","10230","84.117455","81.941444","3","143.467149","0.680530","0.216852","0.309710","49.803921","0.000000","2.883911","0.000000","9.328944","451.601135","-63.985592"
"31.601","651.270","10315","84.171700","81.963791","3","144.148370","0.708367","0.174484","0.348282","49.803921","0.000000","2.883911","0.000000","11.803388","454.608185","-66.618500"
"31.701","655.240","10378","84.223541","81.989189","3","144.915463","0.737330","0.192439","0.386988","49.803921","0.000000","2.883911","0.000000","10.289880","457.557495","-69.348381"
"31.801","659.230","10435","84.273209","82.016617","3","145.896735","0.845272","0.282111","-0.238332","49.803921","0.000000","2.883911","0.000000","13.392809","460.443481","-72.173927"
"31.901","663.249","10403","84.319290","82.044952","3","146.857516","0.837692","0.296106","0.294344","49.803921","0.000000","2.883911","0.000000","14.175001","463.255157","-75.115288"
"32.001","667.284","10252","84.358734","82.073235","3","147.021954","0.620416","0.231368","1.178820","49.803921","0.000000","2.883911","0.000000","-1.843611","465.970551","-78.167336"
"32.101","671.323","10165","84.390434","82.100113","3","147.322375","0.538067","0.137975","0.023252","49.803921","0.000000","2.883911","0.000000","-3.448174","468.608673","-81.289825"
"32.201","675.386","10165","84.420082","82.125038","3","148.454462","0.558425","0.155078","-0.356436","49.803921","0.000000","2.883911","0.000000","11.627204","471.221680","-84.463463"
"32.301","679.479","10119","84.448326","82.147987","3","149.266914","0.550662","0.112882","0.431578","49.803921","0.000000","2.883911","0.000000","7.937871","473.814117","-87.693527"
"32.401","683.588","10081","84.473808","82.169312","3","149.776337","0.506698","0.132460","0.334913","49.803921","0.000000","2.883911","0.000000","4.732634","476.367523","-90.975868"
"32.501","687.707","10101","84.498398","82.189201","3","150.484337","0.507181","0.161067","0.246437","49.803921","0.000000","2.883911","0.000000","6.956888","478.880615","-94.305771"
"32.601","691.839","10122","84.520889","82.207741","3","151.014001","0.535094","0.158326","0.355742","49.019608","0.000000","2.883911","0.000000","7.173718","481.354706","-97.686203"
"32.701","695.982","10140","84.538048","82.224380","3","151.716261","0.502589","0.165408","0.367079","49.019608","0.000000","2.883911","0.000000","5.887970","483.790222","-101.115028"
"32.801","700.173","10173","84.555695","82.239265","3","152.234047","0.530959","0.144572","0.430482","49.019608","0.000000","2.883911","0.000000","7.378734","486.184906","-104.591034"
"32.901","704.410","10189","84.573837","82.252861","3","152.862836","0.510306","0.163685","0.385777","49.019608","0.000000","2.883911","0.000000","6.631670","488.537537","-108.117310"
"33.001","708.659","10242","84.592339","82.265549","3","153.394862","0.534077","0.197753","0.600369","49.019608","0.000000","2.883911","0.000000","6.372208","490.843445","-111.688087"
"33.101","712.926","10270","84.610970","82.277519","3","153.686288","0.517237","0.140975","0.249376","49.019608","0.000000","2.883911","0.000000","7.318593","493.104523","-115.306473"
"33.201","717.207","10303","84.630508","82.289040","3","154.457350","0.619663","0.161905","-0.164762","49.019608","0.000000","2.883911","0.000000","8.083658","495.323517","-118.968231"
"33.300","721.506","10330","84.649307","82.300026","3","155.195151","0.648111","0.168623","0.218511","49.019608","0.000000","2.883911","0.000000","12.014377","497.486938","-122.684692"
"33.400","725.824","10261","84.667015","82.310295","3","155.741748","0.509956","0.156336","0.459847","49.411766","0.000000","2.883911","0.000000","2.631905","499.579468","-126.467468"
"33.500","730.144","10218","84.682785","82.320061","3","156.314973","0.445154","0.228651","-0.081146","49.411766","0.000000","2.883911","0.000000","2.899190","501.607483","-130.292236"
"33.600","734.479","10144","84.695099","82.328636","3","156.713503","0.309313","0.132590","-0.559916","49.411766","0.000000","2.883911","0.000000","4.577532","503.595459","-134.158463"
"33.700","738.826","10092","84.704765","82.335793","3","157.372627","0.278105","0.135392","-0.513677","49.411766","0.000000","2.883911","0.000000","2.238477","505.559418","-138.055389"
"33.800","743.187","10072","84.712234","82.341469","3","157.768671","0.186304","0.112610","-1.010196","49.411766","0.000000","2.883911","0.000000","4.838066","507.504303","-141.979019"
"33.900","747.560","10084","84.719017","82.345840","3","158.392873","0.082491","0.133902","-1.034989","49.411766","0.000000","2.883911","0.000000","4.016425","509.432312","-145.928391"
"34.000","751.941","10165","84.726746","82.349373","3","158.764183","-0.112742","0.110112","-0.942626","49.411766","0.000000","2.883911","0.000000","-3.319879","511.348358","-149.894073"
"34.100","756.339","10285","84.737770","82.352615","3","159.342119","-0.258662","0.099306","-1.627351","49.411766","0.000000","2.883911","0.000000","-7.776845","513.285889","-153.865967"
"34.200","760.755","10406","84.752937","82.356300","3","159.612918","-0.296057","0.040014","-1.390154","49.411766","0.000000","2.883911","0.000000","3.979826","515.260559","-157.836533"
"34.300","765.179","10625","84.764893","82.360992","3","160.161726","-0.547615","0.129271","-0.885407","47.058823","0.000000","2.883911","0.000000","-14.118267","517.263855","-161.799210"
"34.400","769.629","10750","84.756577","82.364365","3","160.558978","-0.668722","-0.076092","-1.318547","42.352943","0.000000","2.883911","0.000000","-18.337559","519.330994","-165.752319"
"34.500","774.084","10856","84.714699","82.361816","3","160.709848","-0.739955","0.071523","-0.863731","39.607845","0.000000","2.883911","0.000000","-9.996926","521.473694","-169.664734"
"34.600","778.549","10886","84.663879","82.351357","3","160.697269","-0.742085","-0.045320","-0.767511","38.823528","0.000000","2.883911","0.000000","-17.596922","523.717041","-173.527664"
"34.700","783.009","10813","84.615219","82.334526","3","160.514662","-0.530529","-0.007230","-1.688820","38.823528","0.000000","2.883911","0.000000","1.819474","526.065125","-177.319611"
"34.800","787.452","10722","84.565895","82.312660","3","159.824103","-0.493929","0.041245","-0.633429","38.039215","0.000000","2.883911","0.000000","2.958085","528.479858","-181.049805"
"34.900","791.895","10652","84.511589","82.285927","3","160.666219","-0.576040","0.038582","0.154822","38.039215","0.000000","2.883911","0.000000","-12.376946","530.935852","-184.754959"
"35.000","796.349","10528","84.457710","82.254715","3","160.563799","-0.538266","0.016292","-0.905416","38.039215","0.000000","2.883911","0.000000","-8.646413","533.455566","-188.434540"
"35.101","800.883","10379","84.401535","82.219574","3","160.240292","-0.343696","-0.090914","-0.726174","38.039215","0.000000","2.883911","0.000000","4.551557","536.086792","-192.137787"
"35.201","805.317","10236","84.344849","82.182228","3","160.053635","-0.264781","0.008953","-0.383994","38.039215","0.000000","2.883911","0.000000","-1.183359","538.699341","-195.736465"
"35.301","809.750","10146","84.288322","82.142487","3","160.153967","-0.215754","-0.060656","-0.160795","38.039215","0.000000","2.883911","0.000000","-4.455406","541.324097","-199.326385"
"35.401","814.184","10078","84.232277","82.100945","3","160.124332","-0.177855","0.025277","-0.672437","38.039215","0.000000","2.883911","0.000000","-1.508680","543.963135","-202.907455"
"35.501","818.613","10033","84.177040","82.058266","3","159.972171","-0.048691","-0.017481","-0.439582","38.039215","0.000000","2.883911","0.000000","2.857982","546.607971","-206.480072"
"35.601","823.043","10006","84.122993","82.014961","3","159.757539","0.115108","-0.051059","-0.703993","38.039215","0.000000","2.883911","0.000000","1.158561","549.240601","-210.053665"
"35.701","827.508","10001","84.071266","81.971420","3","159.536028","0.136985","-0.031183","-0.939567","38.431374","0.000000","2.883911","0.000000","6.582205","551.849365","-213.640808"
"35.801","831.978","10010","84.023621","81.928459","3","159.439320","-0.158643","-0.007966","-0.288643","38.431374","0.000000","2.883911","0.000000","-7.417159","554.428040","-217.243225"
"35.901","836.448","10038","83.977486","81.886238","3","159.397820","-0.167025","-0.060369","-1.639614","38.431374","0.000000","2.883911","0.000000","-3.999935","557.013916","-220.839020"
"36.001","840.904","10009","83.924133","81.844749","3","159.037798","-0.112322","-0.065875","-1.818576","31.764708","0.000000","2.883911","0.000000","5.610969","559.614258","-224.414917"
"36.101","845.327","9540","83.725983","81.792999","3","157.906796","-0.062295","-0.351028","-1.907122","1.960784","0.000000","2.883911","0.000000","-3.171982","562.202759","-227.978333"
"36.201","849.695","9179","83.423103","81.704048","3","156.909952","-0.370372","-0.461418","-2.027605","0.000000","0.000000","2.883911","0.000000","-10.324803","564.766052","-231.520355"
"36.301","854.005","9395","83.174919","81.590225","3","155.484352","-0.699826","-0.572080","-1.967261","0.000000","0.000000","2.883911","0.000000","-19.973488","567.346313","-235.009506"
"36.401","858.245","9563","82.920341","81.460251","3","153.177196","-0.687894","-0.745718","-2.191114","0.000000","0.000000","2.883911","0.000000","-10.576349","569.974365","-238.398544"
"36.501","862.395","9608","82.667427","81.317154","3","150.441161","-0.673294","-0.698926","-1.382557","0.000000","0.000000","2.883911","0.000000","-7.839752","572.646851","-241.656677"
"36.601","866.464","9555","82.439316","81.165764","3","148.327748","-0.685189","-0.614564","-0.859222","0.000000","0.000000","2.883911","0.000000","-11.082456","575.364502","-244.790558"
"36.701","870.461","9497","82.230217","81.011597","3","146.346281","-0.701516","-0.586197","-0.760256","0.000000","0.000000","2.883911","0.000000","-11.396863","578.126953","-247.809387"
"36.801","874.388","9449","82.028297","80.857277","3","144.122086","-0.717522","-0.576320","-0.551313","0.000000","0.000000","2.883911","0.000000","-11.473077","580.929199","-250.711548"
"36.900","878.242","9352","81.830750","80.703529","3","141.971896","-0.729449","-0.480885","-0.541804","0.000000","0.000000","2.883911","0.000000","-10.765388","583.769836","-253.490494"
"37.000","882.028","9261","81.643173","80.551483","3","139.939467","-0.698814","-0.581177","-0.299487","0.000000","0.000000","2.883911","0.000000","-9.543747","586.647034","-256.146210"
"37.100","885.746","9139","81.456390","80.401382","3","137.826247","-0.719482","-0.512908","-0.281918","0.000000","0.000000","2.883911","0.000000","-10.996169","589.558228","-258.675171"
"37.200","889.400","9012","81.278412","80.253914","3","135.760941","-0.699296","-0.508124","-0.183503","0.000000","0.000000","2.883911","0.000000","-10.445163","592.501953","-261.076660"
"37.300","892.989","8881","81.105331","80.109497","3","133.678551","-0.744482","-0.529638","-0.226579","0.000000","0.000000","2.883911","0.000000","-11.619598","595.474426","-263.347717"
"37.400","896.515","8781","80.943642","79.968933","3","131.283215","-0.705458","-0.574284","-0.041739","0.000000","0.000000","2.883911","0.000000","-11.561872","598.469788","-265.487366"
"37.500","899.974","8219","80.782043","79.831230","3","129.945726","-0.962137","-0.703752","-2.230932","0.000000","0.000000","2.883911","0.000000","-5.894851","601.475647","-267.503448"
"37.600","903.373","8022","80.608551","79.696655","3","126.169327","-0.753586","-0.753825","0.456620","0.000000","0.000000","2.883911","0.000000","2.905893","604.508545","-269.362854"
"37.700","906.633","7084","80.435738","79.563766","3","125.361310","-0.945044","-0.322545","0.735756","0.000000","0.000000","2.883911","66.666626","-26.819397","607.557495","-271.051727"
"37.800","909.821","4561","80.265503","79.429420","3","123.697115","-0.585629","-0.253717","-0.726371","0.000000","0.000000","2.883911","100.000000","-6.296523","610.658508","-272.587067"
"37.900","912.967","4475","80.185524","79.302170","2","122.985393","-0.212288","-0.158161","-0.638492","0.000000","0.000000","2.883911","100.000000","1.966265","613.767395","-274.026123"
"38.000","916.062","4844","80.077782","79.185638","2","121.145114","0.419036","-0.471278","-1.617703","0.000000","0.000000","2.883911","5.333333","-4.616846","616.851746","-275.445160"
"38.100","919.081","5892","80.015335","79.077477","2","120.844405","-0.291143","-0.149504","0.536839","0.000000","0.000000","2.883911","71.999947","25.378582","619.879395","-276.879059"
"38.200","922.055","5666","79.941231","78.980728","2","120.479865","-0.633371","-0.242204","2.581393","0.000000","0.000000","2.883911","100.000000","-29.210922","622.899414","-278.327301"
"38.300","925.007","5984","79.899628","78.894829","1","122.047916","-0.803127","-0.063802","-0.989315","37.600002","0.000000","2.883911","98.285713","-31.335314","625.954346","-279.742981"
"38.400","927.930","5157","79.785339","78.813538","1","118.774237","-0.706046","-0.539927","-1.273559","0.000000","0.000000","2.883911","69.714310","-4.188002","629.059265","-281.021790"
"38.500","930.755","4507","79.603432","78.721992","1","116.556166","-0.797073","-0.722742","-0.567467","0.000000","0.000000","2.883911","41.142838","-19.536987","632.128540","-282.137939"
"38.600","933.514","6543","79.536613","78.630135","1","115.956285","-0.544795","-0.126259","-1.458159","0.000000","0.000000","2.883911","12.571353","-10.747185","635.185303","-283.134338"
"38.701","936.294","7307","79.499443","78.548874","1","114.618906","-0.632729","-0.528739","-0.944556","0.000000","0.000000","2.883911","0.000000","-4.434280","638.318115","-284.092072"
"38.801","938.940","8537","79.485130","78.483833","1","112.444780","-0.772989","-0.813408","-0.412306","0.000000","0.000000","2.883911","0.000000","-21.044376","641.352844","-284.952576"
"38.901","941.505","8925","79.378059","78.427788","1","109.493543","-0.719690","-0.769240","-1.140071","0.000000","0.000000","2.883911","0.000000","-10.450527","644.344177","-285.678741"
"39.001","943.985","8669","79.244141","78.364464","1","106.217901","-0.648560","-0.674531","-0.817659","0.000000","0.000000","2.883911","0.000000","-9.499331","647.278564","-286.272827"
"39.101","946.410","8438","79.167114","78.298630","1","106.125595","-0.620213","-0.559312","-0.319967","0.000000","0.000000","2.883911","0.000000","-10.907520","650.185547","-286.784363"
"39.201","948.785","8434","79.066147","78.233582","1","104.026389","-0.699613","-0.582275","-0.281253","0.000000","0.000000","2.883911","0.000000","-16.119692","653.069275","-287.220795"
"39.301","951.096","8319","78.950539","78.165504","1","101.687613","-0.709944","-0.784314","-0.645923","0.000000","0.000000","2.883911","0.000000","-15.647633","655.905640","-287.557037"
"39.401","953.341","8120","78.832634","78.094383","1","98.735106","-0.682152","-0.723667","-0.904859","0.000000","0.000000","2.883911","0.000000","-11.754795","658.682190","-287.774078"
"39.501","955.520","7803","78.742332","78.022209","1","97.514133","-0.626440","-0.374987","-0.500917","0.000000","0.000000","2.883911","0.000000","-11.217073","661.398254","-287.899261"
"39.601","957.663","7734","78.671532","77.953667","1","96.138096","-0.637169","-0.546387","-0.268791","0.000000","0.000000","2.883911","0.000000","-14.162354","664.089233","-287.955322"
"39.701","959.758","7657","78.576508","77.887016","1","93.871637","-0.675542","-0.745964","-0.293000","0.000000","0.000000","2.883911","0.000000","-18.868879","666.732361","-287.927826"
"39.801","961.785","7448","78.478477","77.820236","1","90.970628","-0.706710","-0.699410","-0.520529","0.000000","0.000000","2.883911","0.000000","-15.313214","669.294800","-287.804596"
"39.901","963.751","7253","78.392479","77.754654","1","88.713171","-0.688977","-0.551022","-0.527434","0.000000","0.000000","2.883911","0.000000","-14.603776","671.778809","-287.588257"
"40.001","965.670","7133","78.311569","77.691368","1","86.901237","-0.656105","-0.686314","-0.412129","0.000000","0.000000","2.883911","0.000000","-15.306992","674.199341","-287.286407"
"40.101","967.539","6996","78.221054","77.629005","1","84.687479","-0.690013","-0.690065","-0.198431","0.000000","0.000000","2.883911","0.000000","-15.606665","676.548279","-286.901794"
"40.201","969.423","6850","78.126976","77.566406","1","82.325727","-0.714346","-0.686209","-0.051404","0.000000","0.000000","2.883911","0.000000","-17.194248","678.819275","-286.429718"
"40.301","971.315","6660","78.035782","77.503479","1","79.942147","-0.710764","-0.675361","0.025545","0.000000","0.000000","2.883911","0.000000","-17.906675","681.002869","-285.867401"
"40.401","973.151","6413","77.951340","77.441231","1","77.478010","-0.751160","-0.718500","-0.066555","0.000000","0.000000","2.883911","0.000000","-19.428959","683.089478","-285.222626"
"40.501","974.939","6225","77.878258","77.381264","1","75.511045","-0.679035","-0.698777","-0.020318","0.000000","0.000000","2.883911","0.000000","-17.499132","685.088745","-284.501160"
"40.600","976.679","6061","77.801010","77.323441","1","73.267795","-0.690507","-0.638811","0.110390","0.000000","0.000000","2.883911","0.000000","-18.453619","686.997742","-283.710236"
"40.700","978.363","5889","77.723114","77.266991","1","70.875282","-0.702886","-0.668659","0.189869","0.000000","0.000000","2.883911","0.000000","-20.672113","688.806091","-282.855835"
"40.800","979.995","5718","77.645996","77.211441","1","68.884895","-0.676458","-0.645803","0.219653","0.000000","0.000000","2.883911","0.000000","-19.908220","690.515991","-281.938812"
"40.900","981.579","5547","77.570366","77.156708","1","66.681670","-0.687842","-0.699798","0.270196","0.000000","0.000000","2.883911","0.000000","-20.474903","692.128479","-280.962982"
"41.000","983.105","5349","77.498711","77.103027","1","64.579910","-0.700796","-0.660251","0.468607","0.000000","0.000000","2.883911","0.000000","-21.777483","693.635010","-279.938263"
"41.100","984.574","5138","77.431564","77.051025","1","62.352074","-0.714734","-0.569226","0.408157","0.000000","0.000000","2.883911","0.000000","-22.072609","695.034607","-278.870270"
"41.200","985.987","4955","77.370522","77.001396","1","60.408552","-0.663770","-0.606122","0.488573","0.000000","0.000000","2.883911","0.000000","-21.793627","696.330383","-277.766235"
"41.300","987.345","4788","77.310295","76.954109","1","58.419388","-0.692255","-0.654556","0.655306","0.000000","0.000000","2.883911","0.000000","-22.925690","697.525146","-276.629395"
"41.400","988.641","4616","77.249306","76.908707","1","56.088662","-0.708222","-0.701227","0.826565","0.000000","0.000000","2.883911","0.000000","-23.742788","698.609619","-275.467010"
"41.500","989.871","4460","77.192375","76.865082","1","54.208064","-0.842809","-0.664530","1.929068","0.000000","0.000000","2.883911","0.000000","-30.361475","699.579468","-274.284210"
"41.600","991.035","4304","77.135117","76.823189","1","52.534108","-0.882237","-0.664083","2.743710","0.000000","0.000000","2.883911","0.000000","-40.553741","700.426575","-273.067078"
"41.700","992.116","4100","77.075554","76.782257","1","50.508796","-0.765643","-0.651277","2.656836","0.000000","0.000000","2.883911","0.000000","-42.440350","701.126282","-271.817444"
"41.800","993.107","3893","77.018738","76.741798","1","48.301350","-0.557966","-0.494366","2.029534","0.000000","0.000000","2.883911","0.000000","-31.794699","701.685120","-270.563934"
"41.900","994.025","3672","76.967064","76.701866","1","46.542007","-0.420542","-0.397290","1.823444","1.568628","0.000000","2.883911","0.000000","-26.784813","702.143555","-269.332153"
"42.000","994.897","3517","76.926086","76.663391","1","45.209327","-0.241933","-0.287032","1.370364","5.882353","0.000000","2.883911","0.000000","-19.822351","702.538391","-268.122467"
"42.100","995.741","3438","76.890831","76.627357","1","44.038765","-0.091021","-0.276574","-0.134719","10.588236","0.000000","2.883911","0.000000","-7.439811","702.897888","-266.936615"
"42.200","996.574","3468","76.867836","76.594460","1","43.197624","0.036856","-0.169775","-0.613197","16.078432","0.000000","2.883911","0.000000","1.473563","703.247131","-265.778992"
"42.300","997.416","3570","76.868637","76.566559","1","43.063073","0.162887","-0.002127","-1.381743","28.627453","0.000000","2.883911","0.000000","10.012171","703.606689","-264.638000"
"42.401","998.305","3715","76.895279","76.545906","1","43.439856","0.178564","0.195322","-1.451096","41.568626","0.000000","2.883911","0.000000","12.209575","704.005798","-263.481110"
"42.501","999.214","3808","76.938698","76.535301","1","44.144028","0.154627","0.210773","-1.078225","45.490196","0.000000","2.883911","0.000000","10.457525","704.429871","-262.340912"
"42.601","1000.154","3877","76.978790","76.532913","1","44.791569","0.045565","0.190962","-0.671877","45.490196","0.000000","2.883911","0.000000","5.312679","704.875366","-261.190063"
"42.701","1001.128","3945","77.013817","76.536179","1","45.628236","0.207879","0.221284","-1.244002","45.490196","0.000000","2.883911","0.000000","8.591325","705.341003","-260.023682"
"42.801","1002.140","4022","77.046104","76.543304","1","46.566506","0.070917","0.232667","-0.676638","45.882355","0.000000","2.883911","0.000000","8.265728","705.833923","-258.842804"
"42.901","1003.190","4099","77.078934","76.553360","1","47.533554","0.021875","0.248244","0.059513","46.666668","0.000000","2.883911","0.000000","3.088399","706.349426","-257.642059"
"43.001","1004.274","4167","77.110252","76.565697","1","48.371436","-0.062167","0.250306","0.126200","46.666668","0.000000","2.883911","0.000000","-1.045091","706.878296","-256.418732"
"43.101","1005.384","4238","77.140312","76.579681","1","49.020515","0.026711","0.251349","0.025738","46.666668","0.000000","2.883911","0.000000","-0.585713","707.413208","-255.177567"
"43.201","1006.528","4314","77.170044","76.594879","1","50.163722","0.065927","0.273857","-0.116834","46.666668","0.000000","2.883911","0.000000","1.416437","707.958435","-253.912750"
"43.301","1007.707","4378","77.199623","76.611015","1","50.874307","0.009119","0.216488","-0.139452","46.666668","0.000000","2.883911","0.000000","1.434819","708.517273","-252.625473"
"43.401","1008.916","4452","77.229332","76.627991","1","51.653959","0.038352","0.254708","-0.107106","46.666668","0.000000","2.883911","0.000000","0.946658","709.086853","-251.321060"
"43.501","1010.168","4522","77.261665","76.645760","1","51.968230","0.034038","0.123610","0.007184","47.450981","0.000000","2.883911","0.000000","2.323107","709.674072","-249.989014"
"43.601","1011.420","5502","77.317108","76.666756","1","52.919275","0.052912","0.323531","0.080429","49.019608","0.000000","2.883911","0.000000","0.949904","710.257141","-248.674255"
"43.701","1012.744","4784","77.372650","76.692734","1","54.740262","0.088349","0.320238","-0.077796","50.196083","0.000000","2.883911","0.000000","0.063372","710.871643","-247.300339"
"43.801","1014.111","4890","77.424164","76.720398","1","55.839880","-0.004954","0.354247","-0.154352","52.156864","0.000000","2.883911","0.000000","0.836070","711.499146","-245.897232"
"43.901","1015.519","5010","77.484406","76.750908","1","56.941116","0.013457","0.338193","-0.175992","52.941177","0.000000","2.883911","0.000000","0.951449","712.141357","-244.468399"
"44.001","1016.973","5132","77.547905","76.784584","1","58.238786","0.084507","0.354126","-0.554528","52.941177","0.000000","2.883911","0.000000","1.903180","712.799988","-243.010086"
"44.101","1018.481","5250","77.612976","76.821083","1","59.778094","0.026038","0.389356","-0.339387","52.941177","0.000000","2.883911","0.000000","3.757722","713.481750","-241.519226"
"44.200","1020.037","5363","77.679047","76.860039","1","60.980871","-0.013684","0.375563","-0.073355","52.941177","0.000000","2.883911","0.000000","-0.525252","714.185364","-239.994919"
"44.300","1021.643","5483","77.745735","76.901154","1","62.287818","-0.009373","0.383569","-0.145104","52.941177","0.000000","2.883911","0.000000","-0.765095","714.902283","-238.438507"
"44.400","1023.309","5603","77.813431","76.944115","1","63.785880","0.015103","0.380915","-0.297058","52.941177","0.000000","2.883911","0.000000","-0.455854","715.632385","-236.847336"
"44.500","1025.041","5719","77.882408","76.988708","1","65.152153","0.123036","0.380808","-1.119111","52.941177","0.000000","2.883911","0.000000","5.292283","716.380859","-235.220367"
"44.600","1026.839","5830","77.952438","77.034859","1","66.454253","0.235909","0.371422","-2.247105","52.941177","0.000000","2.883911","0.000000","18.305803","717.168640","-233.570435"
"44.700","1028.703","5958","78.025970","77.082703","1","67.789517","-0.121373","0.346237","-0.451289","53.725494","0.000000","2.883911","0.000000","7.050291","718.013733","-231.909546"
"44.800","1030.620","6111","78.102875","77.132652","1","69.084510","-0.362562","0.369046","0.575165","53.725494","0.000000","2.883911","0.000000","-18.632311","718.872070","-230.216278"
"44.900","1032.591","6252","78.182686","77.184631","1","70.640874","-0.393698","0.350105","0.045627","53.725494","0.000000","2.883911","0.000000","-13.875794","719.706055","-228.462952"
"45.000","1034.614","6392","78.265274","77.238785","1","71.890611","-0.429624","0.385047","0.156854","53.725494","0.000000","2.883911","0.000000","-13.349615","720.510132","-226.649612"
"45.100","1036.680","6555","78.351120","77.295364","1","73.327883","-0.581153","0.402643","0.920812","53.725494","0.000000","2.883911","0.000000","-21.077105","721.274963","-224.784729"
"45.200","1038.798","6680","78.440987","77.354401","1","75.022620","-0.477206","0.422871","0.554368","53.725494","0.000000","2.883911","0.000000","-19.659393","721.981689","-222.850143"
"45.300","1040.964","6751","78.531418","77.415825","1","75.862978","-0.354479","0.351611","-0.294953","53.725494","0.000000","2.883911","0.000000","-11.335064","722.625916","-220.855270"
